#Collected by Hyejin Cho and Hui-Hsien Chou
#id	name	control	treatment1	treatment2
eco:b0342	lacA	3915.649902	5418.270020	5520.194824
eco:b2556	glrK	3453.695068	3109.290039	4032.885010
eco:b2436	hemF	2515.810059	3906.350098	2793.840088
eco:b3124	garK	5764.850098	3354.649902	4368.620117
eco:b4312	fimB	3064.514893	6193.075195	6761.970215
eco:b3980	tufB	8366.000000	3371.800049	2551.580078
eco:b0189	rof	4829.339844	2770.814941	2432.340088
eco:b1208	ispE	1922.584961	3733.209961	2924.104980
eco:b3673	emrD	3943.415039	4728.714844	2967.495117
eco:b2123	yehR	3451.665039	2470.544922	2467.375000
eco:b2270	yfbK	4195.819824	5510.714844	6498.540039
eco:b0760	modF	5870.165039	5072.470215	6189.310059
eco:b3133	agaV	3207.580078	5146.080078	5119.129883
eco:b4550	arfA	0.000000	0.000000	0.000000
eco:b1059	solA	2797.540039	5114.390137	6356.270020
eco:b2250	yfaZ	3553.229980	3917.520020	4172.350098
eco:b3670	ilvN	5755.160156	3021.820068	3577.520020
eco:b2022	hisB	2662.939941	4652.305176	4197.225098
eco:b0733	cydA	3382.449951	16243.209961	5604.029785
eco:b1693	aroD	4970.919922	5488.040039	4791.220215
eco:b0466	ybaM	8769.504883	4473.379883	5488.475098
eco:b3238	yhcN	4795.270020	3342.489990	3946.040039
eco:b1738	chbB	3421.395020	2889.919922	4261.899902
eco:b3654	xanP	6648.904785	2647.159912	3917.830078
eco:b2976	glcB	3532.679932	4030.939941	4808.819824
eco:b4027	yjbF	6180.959961	6483.569824	7570.870117
eco:b0565	ompT	4604.359863	7427.439941	8567.040039
eco:b3315	rplV	6623.109863	7701.779785	2110.979980
eco:b2501	ppk	3712.715088	4892.100098	4038.995117
eco:b1589	ynfG	1923.560059	3623.465088	3265.679932
eco:b3865	yihA	1774.819946	4180.479980	3583.840088
eco:b0684	fldA	3232.100098	4090.165039	2488.274902
eco:b0962	helD	5505.879883	4510.870117	5735.000000
eco:b3798	leuT	1822.839966	5430.580078	3567.945068
eco:b3911	cpxA	4546.450195	5506.040039	3994.229980
eco:b3588	aldB	2738.804932	4120.020020	4071.360107
eco:b1093	fabG	2590.070068	2360.250000	1357.344971
eco:b4260	pepA	3215.564941	2582.020020	1802.125000
eco:b1637	tyrS	2409.290039	5873.520020	3941.949951
eco:b4143	groL	5855.740234	6719.299805	2468.639893
eco:b2074	mdtA	3568.239990	3362.219971	3385.320068
eco:b3005	exbD	6178.779785	4069.209961	3275.500000
eco:b2062	wza	5190.810059	5141.259766	6461.310059
eco:b4056	yjbQ	3681.360107	9518.919922	7397.160156
eco:b2725	hycA	2428.090088	2106.659912	2131.780029
eco:b4176	yjeT	4826.509766	3755.639893	3904.389893
eco:b3042	yqiC	8412.480469	4459.500000	3426.850098
eco:b1427	rimL	4052.120117	6616.850098	7883.810059
eco:b4627	ykfL	2199.685059	2270.399902	4672.899902
eco:b2595	bamD	3550.379883	3866.479980	3671.570068
eco:b0163	yaeH	3654.024902	1646.729980	2186.975098
eco:b3989	yjaZ	3716.439941	4525.459961	6498.879883
eco:b2737	ygbK	5450.109863	5413.189941	5845.009766
eco:b1703	ppsR	3316.774902	5115.314941	5009.620117
eco:b2787	gudD	2804.830078	5340.279785	6876.109863
eco:b1482	osmC	2829.479980	7757.479980	7941.325195
eco:b2415	ptsH	7339.370117	6613.350098	4214.500000
eco:b2423	cysW	4140.049805	3997.439941	5271.839844
eco:b4685	yrbN	2218.209961	10015.495117	1627.635010
eco:b0846	rcdA	0.000000	0.000000	0.000000
eco:b2412	zipA	3701.689941	1424.275024	1370.810059
eco:b0654	gltJ	6435.665039	2497.754883	3095.844971
eco:b2003	yeeT	2754.215088	3732.854980	4448.399902
eco:b0795	ybhG	4112.330078	4813.694824	3946.235107
eco:b1044	ymdA	5031.750000	2659.485107	4348.625000
eco:b0455	ffs	6289.629883	6251.810059	5771.169922
eco:b4462	ygaQ	4786.649902	3814.949951	3843.979980
eco:b3612	gpmM	3844.044922	5731.020020	3604.040039
eco:b4695	ykgT	4839.830078	2362.939941	2944.280029
eco:b0793	ybhS	5262.229980	8569.410156	9733.549805
eco:b1902	ftnB	3873.649902	3368.570068	2481.909912
eco:b3637	rpmB	5011.410156	4284.674805	1584.395020
eco:b2164	psuT	3349.114990	2378.379883	2311.050049
eco:b3592	yibF	4920.120117	2616.524902	2633.750000
eco:b2083	yegZ	2760.070068	3210.139893	3389.199951
eco:b4101	phnG	6975.419922	590.070007	1212.680054
eco:b3758	rrlC	6285.330078	1698.060059	41.310001
eco:b3523	yhjE	2761.254883	6101.220215	6669.845215
eco:b3495	uspA	3019.300049	3679.770020	2802.270020
eco:b2114	metG	4029.584961	6200.399902	4421.325195
eco:b1975	serU	3063.540039	4475.029785	4008.919922
eco:b3012	dkgA	2613.350098	8664.464844	6948.660156
eco:b0990	cspG	4378.740234	4115.589844	1398.839966
eco:b2066	udk	3671.949951	5406.069824	2634.409912
eco:b3738	atpB	2393.564941	8146.325195	5356.234863
eco:b4356	yjjL	5154.870117	5507.700195	5625.990234
eco:b3756	rrsC	0.000000	0.000000	0.000000
eco:b1537	ydeJ	1683.349976	2567.120117	2839.540039
eco:b3823	rhtC	4686.970215	9280.684570	12167.844727
eco:b3456	livM	4466.850098	5658.990234	5785.790039
eco:b0307	ykgF	4700.799805	5973.290039	7242.169922
eco:b4508	peaD	6104.140137	7196.529785	8140.649902
eco:b1739	osmE	2445.824951	4941.970215	5509.959961
eco:b0855	potG	2675.949951	2634.870117	3198.830078
eco:b4375	prfC	3000.114990	3960.195068	2765.625000
eco:b0904	focA	4018.064941	8709.309570	5137.975098
eco:b1501	ydeP	4092.669922	4502.865234	5602.399902
eco:b4696	yneO	3185.735107	6558.024902	8600.764648
eco:b0596	entA	2287.590088	2910.300049	4943.060059
eco:b2710	norV	4462.600098	3090.290039	3433.239990
eco:b0518	fdrA	3502.330078	3000.070068	3266.459961
eco:b2210	mqo	5167.169922	4461.020020	4272.169922
eco:b1564	relB	5764.850098	7852.620117	5447.310059
eco:b3183	obgE	2876.155029	5343.589844	4802.589844
eco:b3560	glyQ	6459.970215	6562.580078	3490.939941
eco:b4519	icdC	5653.654785	833.304993	860.005005
eco:b4698	mgrR	4748.555176	3513.844971	4914.314941
eco:b3915	fieF	3627.340088	5735.520020	6491.049805
eco:b0536	argU	5119.450195	3627.344971	1914.734985
eco:b3625	waaY	0.000000	0.000000	0.000000
eco:b0910	cmk	3979.879883	3233.205078	1167.694946
eco:b2756	casE	4602.500000	7295.479980	9499.299805
eco:b1243	oppA	3741.844971	12200.674805	3567.729980
eco:b4177	purA	5500.240234	4661.419922	2480.340088
eco:b1406	ydbC	3494.889893	4958.279785	5400.209961
eco:b2648	pinH	2295.294922	3131.445068	6143.140137
eco:b3766	ilvL	952.719971	4685.399902	4633.439941
eco:b4684	yqfG	6751.490234	941.960022	1158.630005
eco:b0196	rcsF	3503.750000	6205.700195	4209.609863
eco:b2840	ygeA	4267.575195	4008.064941	5012.790039
eco:b3870	glnA	2748.935059	8125.285156	4935.604980
eco:b0281	intF	4182.240234	5758.875000	6017.814941
eco:b2697	alaS	3848.489990	7115.580078	4135.169922
eco:b1792	yeaO	3933.739990	4203.569824	3705.489990
eco:b1159	mcrA	4423.470215	2766.590088	3937.389893
eco:b1793	yoaF	5129.765137	3850.080078	4133.524902
eco:b2935	tktA	3617.719971	4147.790039	1583.300049
eco:b4529	ydbJ	3149.860107	5893.430176	5636.799805
eco:b2152	yeiB	3326.000000	3209.100098	4533.709961
eco:b0780	ybhK	3797.719971	4675.600098	4509.750000
eco:b1797	yeaR	4458.830078	4342.189941	6558.689941
eco:b4304	sgcC	3426.439941	8048.415039	8981.299805
eco:b0221	fadE	2938.145020	2068.205078	3355.064941
eco:b1517	lsrF	5417.259766	5427.629883	5205.040039
eco:b1442	ydcU	3915.125000	3067.800049	4540.464844
eco:b0315	yahA	5113.649902	4468.259766	3870.649902
eco:b0117	yacH	3949.330078	3744.090088	4837.479980
eco:b1687	ydiJ	3923.510010	4312.899902	4650.410156
eco:b3978	glyT	4217.555176	4667.029785	1472.920044
eco:b3107	yhaL	2844.810059	2139.199951	1874.939941
eco:b1377	ompN	2835.864990	4086.889893	4981.705078
eco:b3897	frvR	2918.379883	3428.439941	3198.284912
eco:b3734	atpA	6088.919922	5498.100098	2784.639893
eco:b3193	mlaD	3546.489990	4264.290039	6299.899902
eco:b0055	djlA	4628.705078	6237.220215	6321.035156
eco:b1138	ymfE	7111.060059	1855.864990	1455.640015
eco:b3037	ygiB	3979.310059	9302.455078	5166.979980
eco:b2405	xapR	4287.279785	7453.930176	8720.790039
eco:b0567	ybcH	2056.405029	2729.975098	3381.074951
eco:b4634	aaaD	6458.029785	3154.239990	3958.560059
eco:b4599	yneM	1617.959961	5547.330078	7953.600098
eco:b3485	yhhJ	1442.250000	4752.345215	4599.165039
eco:b0092	ddlB	3162.030029	4280.450195	4059.770020
eco:b1047	opgC	5113.794922	4244.694824	4600.345215
eco:b0446	cof	2887.419922	6150.870117	5535.600098
eco:b3676	yidH	6210.850098	7141.254883	7809.665039
eco:b2987	pitB	4691.399902	4542.740234	4912.750000
eco:b1841	yobA	8077.390137	6605.299805	5576.379883
eco:b0715	abrB	4740.734863	4486.279785	5223.029785
eco:b0203	alaV	0.000000	0.000000	0.000000
eco:b3751	rbsB	5342.310059	5536.589844	5416.229980
eco:b4168	tsaE	0.000000	0.000000	0.000000
eco:b0964	yccT	3116.590088	3452.540039	5010.250000
eco:b3475	acpT	2998.770020	4252.959961	4277.359863
eco:b0467	priC	7885.689941	3210.659912	2976.360107
eco:b3807	cyaY	4497.660156	6394.229980	7500.879883
eco:b1951	rcsA	2807.760010	3648.449951	4027.000000
eco:b0794	ybhF	4318.149902	5802.004883	6053.899902
eco:b2942	metK	2551.614990	1643.515015	2018.849976
eco:b4666	ibsE	5398.890137	94.464996	261.845001
eco:b1223	narK	4061.639893	3006.290039	2744.820068
eco:b3207	yrbL	3985.689941	4641.689941	2304.250000
eco:b1316	ycjT	3638.500000	3117.750000	4808.629883
eco:b0932	pepN	2581.614990	3540.110107	3041.850098
eco:b0031	dapB	2633.620117	3991.830078	5496.645020
eco:b2881	xdhD	4214.410156	6879.839844	3368.665039
eco:b1563	relE	1593.390015	4683.084961	4434.435059
eco:b2483	hyfC	9829.945312	1970.930054	2974.705078
eco:b2678	proW	1467.199951	4614.160156	6263.299805
eco:b2827	thyA	4801.544922	2814.864990	2866.840088
eco:b3690	cbrA	2534.215088	2075.540039	2907.030029
eco:b4705	mntS	0.000000	0.000000	0.000000
eco:b3857	mobA	1094.709961	5415.890137	7411.790039
eco:b0850	ybjC	6421.754883	8128.040039	7659.209961
eco:b4661	yfcU	4362.129883	6564.890137	8337.719727
eco:b0043	fixC	2493.989990	3418.909912	3544.885010
eco:b2292	yfbS	3823.185059	5778.484863	7181.794922
eco:b2585	pssA	5537.890137	5832.560059	5227.620117
eco:b3488	yhiJ	2938.114990	2463.659912	3032.669922
eco:b2736	ygbJ	3326.560059	4171.709961	5154.109863
eco:b2955	yggW	4854.709961	4630.160156	4672.299805
eco:b1147	ymfL	3128.360107	4205.790039	3797.479980
eco:b3121	yhaC	3089.209961	1557.204956	1891.660034
eco:b4687	shoB	4458.830078	906.059998	1144.619995
eco:b3377	yhfT	2931.219971	7406.379883	7143.350098
eco:b1940	fliH	4002.310059	5925.790039	4900.459961
eco:b3933	ftsN	4402.109863	3979.770020	2865.209961
eco:b0751	pnuC	4670.484863	3592.314941	5328.700195
eco:b0039	caiA	3398.030029	3089.679932	2396.969971
eco:b3664	yicO	4577.265137	6278.609863	5981.214844
eco:b1398	paaK	5297.174805	4149.620117	4156.055176
eco:b3740	rsmG	2154.699951	2900.520020	3435.800049
eco:b2154	yeiG	3149.790039	4786.430176	5319.399902
eco:b1967	hchA	4784.649902	4107.720215	4427.990234
eco:b2304	yfcH	5514.089844	6953.830078	8544.320312
eco:b1008	rutE	1386.709961	5362.799805	5538.075195
eco:b0868	ybjS	3908.459961	4044.669922	3516.270020
eco:b2906	ubiI	0.000000	0.000000	0.000000
eco:b0961	yccF	4677.669922	7946.660156	6828.979980
eco:b3583	sgbE	0.000000	0.000000	0.000000
eco:b0487	cueR	7734.089844	4021.300049	3004.959961
eco:b4038	yjbI	2742.209961	1797.800049	1609.405029
eco:b0118	acnB	4543.680176	5229.290039	4117.770020
eco:b3603	lldP	5571.240234	5228.779785	6803.620117
eco:b2724	hycB	3810.239990	3160.449951	2402.399902
eco:b0135	yadC	4630.290039	7436.520020	8245.049805
eco:b2682	ygaZ	7381.600098	5640.759766	4534.004883
eco:b0971	serT	542.669983	687.049988	1317.699951
eco:b1856	mepM	0.000000	0.000000	0.000000
eco:b2849	yqeK	2965.320068	2007.589966	1030.540039
eco:b2463	maeB	3554.090088	4578.609863	3874.639893
eco:b0306	ykgE	4448.359863	2742.469971	2872.270020
eco:b3408	feoA	4102.339844	3079.729980	2531.469971
eco:b2732	ygbA	3315.010010	6264.580078	6587.330078
eco:b3502	arsB	6003.439941	5156.895020	5577.404785
eco:b3689	yidR	4168.979980	4126.120117	3634.729980
eco:b0797	rhlE	2113.419922	4288.729980	3436.760010
eco:b0351	mhpF	2207.399902	3145.965088	2598.350098
eco:b3997	hemE	3317.419922	3109.669922	2744.820068
eco:b3998	nfi	6364.779785	3007.459961	2113.510010
eco:b1670	ydhU	7276.495117	5963.399902	7912.145020
eco:b3854	rrlA	0.000000	0.000000	0.000000
eco:b0016	insL1	0.000000	0.000000	0.000000
eco:b0574	cusB	2610.715088	3086.205078	3855.580078
eco:b0154	hemL	3860.909912	4171.709961	3491.489990
eco:b1451	yncD	4586.609863	5305.665039	5876.825195
eco:b3748	rbsD	3905.080078	2643.899902	3019.729980
eco:b4078	yjcO	3837.530029	1022.799988	931.179993
eco:b1221	narL	3508.810059	5185.750000	5148.549805
eco:b3648	gmk	3740.879883	2957.465088	1161.864990
eco:b3898	frvX	5347.310059	3390.820068	3356.780029
eco:b1156	tfaE	2376.699951	2243.739990	2233.925049
eco:b4373	rimI	3047.135010	4420.859863	4383.200195
eco:b3212	gltB	3115.189941	3111.689941	2584.090088
eco:b4048	yjbM	2908.139893	3345.659912	2618.560059
eco:b1315	ycjS	3454.969971	4012.350098	3982.250000
eco:b1977	asnT	2529.300049	2381.419922	3092.989990
eco:b0242	proB	3635.225098	5664.189941	5692.750000
eco:b4522	ymiA	2729.989990	4076.350098	2631.590088
eco:b0529	folD	5301.759766	3277.689941	1601.770020
eco:b1434	ydcN	1795.359985	3473.840088	2323.360107
eco:b1632	rsxE	6714.290039	1920.505005	2812.425049
eco:b2149	mglA	2213.510010	4042.169922	4985.240234
eco:b3691	dgoT	2784.239990	6942.689941	7362.180176
eco:b3451	ugpE	4337.459961	4694.359863	4815.600098
eco:b3151	yraQ	3257.949951	6498.589844	8074.209961
eco:b1432	insQ	3737.290039	3084.729980	3224.219971
eco:b2731	fhlA	4269.544922	4264.145020	3521.669922
eco:b3968	rrsB	0.000000	0.000000	0.000000
eco:b1725	yniA	3875.760010	8675.790039	8402.400391
eco:b0383	phoA	2476.879883	2223.320068	3148.780029
eco:b4571	wbbL	1649.089966	2787.590088	4344.080078
eco:b1625	cnu	5423.779785	6365.410156	6218.009766
eco:b2602	yfiL	7707.589844	3430.614990	4368.779785
eco:b3650	spoT	3263.629883	3859.764893	2084.564941
eco:b0054	lptD	2881.780029	5330.439941	3765.899902
eco:b3891	fdhE	4907.350098	4239.899902	3416.229980
eco:b2269	elaD	2615.719971	2932.280029	2685.665039
eco:b4424	rdlC	0.000000	0.000000	0.000000
eco:b3092	uxaC	3983.250000	4502.520020	3153.570068
eco:b4539	yoeB	3780.245117	2232.870117	1528.689941
eco:b1653	lhr	2740.645020	3702.165039	5266.274902
eco:b1092	fabD	4108.919922	3514.550049	1204.069946
eco:b2707	srlR	1760.250000	3335.419922	4345.765137
eco:b1871	cmoB	2867.784912	3637.830078	4376.959961
eco:b1246	oppD	4312.589844	6526.990234	6412.839844
eco:b3889	yiiE	4285.634766	2006.810059	1768.395020
eco:b3728	pstS	4140.049805	5162.520020	6132.669922
eco:b1698	ydiR	5606.705078	5011.765137	6080.490234
eco:b3538	bcsG	4802.779785	5221.740234	6301.189941
eco:b2638	yfjU	1140.010010	2971.330078	3405.340088
eco:b3963	fabR	5886.250000	4770.750000	4100.879883
eco:b1851	edd	4100.250000	7361.540039	8338.754883
eco:b3327	gspF	2704.520020	4653.615234	5315.939941
eco:b4377	yjjU	2480.415039	3360.399902	2331.120117
eco:b1662	ribC	4873.709961	3100.439941	2612.139893
eco:b1421	trg	2777.560059	4478.009766	5186.399902
eco:b2245	rhmA	2991.739990	7134.419922	8928.389648
eco:b3388	damX	2716.010010	3316.544922	2158.774902
eco:b1664	ydhQ	3181.780029	6008.825195	6747.095215
eco:b3934	cytR	4064.250000	4422.535156	3797.229980
eco:b0461	tomB	3987.209961	3376.620117	3460.510010
eco:b1567	intK	1936.239990	7268.669922	9821.790039
eco:b2812	tcdA	0.000000	0.000000	0.000000
eco:b3067	rpoD	5354.830078	3605.489990	3099.830078
eco:b0881	clpS	5111.069824	3999.120117	3026.409912
eco:b1660	ydhC	3210.699951	7904.729980	3403.790039
eco:b0752	zitB	4054.685059	6333.759766	8036.895020
eco:b2663	gabP	4897.640137	4695.379883	5639.095215
eco:b4122	fumB	2868.854980	3064.945068	4562.529785
eco:b1046	clsC	0.000000	0.000000	0.000000
eco:b4169	amiB	4637.879883	5190.129883	4630.669922
eco:b0398	sbcD	4368.250000	4255.669922	3973.780029
eco:b0921	smtA	4367.529785	4741.600098	6064.240234
eco:b2480	bcp	3705.790039	4192.839844	4921.970215
eco:b2279	nuoK	1188.425049	6428.745117	6043.305176
eco:b2221	atoD	635.799988	6380.540039	7553.930176
eco:b3304	rplR	5257.919922	6324.250000	1529.339966
eco:b2189	proL	8573.820312	363.200012	386.970001
eco:b2057	wcaC	6956.740234	3074.189941	2793.010010
eco:b1484	ddpD	4529.759766	4733.089844	5534.399902
eco:b1304	pspA	3243.054932	2998.685059	3801.860107
eco:b3127	garP	3485.040039	7261.250000	9131.969727
eco:b1440	ydcS	1283.005005	4219.209961	5221.464844
eco:b4362	dnaT	6705.529785	2948.274902	2001.564941
eco:b0587	fepE	2834.060059	3019.489990	4264.770020
eco:b4099	phnI	5680.919922	4066.875000	4669.395020
eco:b1109	ndh	3705.790039	9547.919922	5411.959961
eco:b2844	yqeF	4440.609863	4540.535156	4291.040039
eco:b2971	yghG	5312.950195	3313.000000	3761.024902
eco:b2771	ygcS	3839.760010	3484.114990	4101.475098
eco:b4062	soxS	3389.504883	6618.109863	6572.189941
eco:b0543	emrE	3365.320068	1277.810059	2055.375000
eco:b1695	ydiO	2568.935059	2818.030029	4089.625000
eco:b1697	ydiQ	5213.930176	4264.750000	3749.800049
eco:b3976	thrU	1456.109985	1160.125000	894.794983
eco:b1028	ymdE	4811.359863	2949.780029	1900.800049
eco:b1123	potD	3552.695068	4403.540039	4173.390137
eco:b2125	yehT	3453.909912	4006.629883	4203.890137
eco:b4637	uof	9436.259766	7173.799805	4215.029785
eco:b1705	ydiE	3156.489990	2139.739990	2686.219971
eco:b4656	yjhY	1841.000000	6088.919922	6600.709961
eco:b0223	yafJ	1767.209961	6112.009766	6684.390137
eco:b2839	lysR	6621.490234	6477.955078	6292.229980
eco:b1707	ydiV	1999.400024	3952.239990	4051.139893
eco:b2457	eutM	5769.709961	2471.709961	2176.100098
eco:b2261	menC	2013.844971	5110.180176	3856.810059
eco:b4236	cybC	6742.240234	2996.360107	1785.295044
eco:b3425	glpE	5933.529785	6172.475098	4874.274902
eco:b3267	yhdV	1947.079956	2091.879883	3456.840088
eco:b1718	infC	3871.320068	12346.150391	3027.540039
eco:b1604	ydgH	3102.479980	2944.959961	3105.270020
eco:b2220	atoC	3726.649902	4336.174805	5528.254883
eco:b1717	rpmI	5392.714844	9701.674805	2417.475098
eco:b1722	ydiY	3732.570068	4444.084961	4929.825195
eco:b1733	chbG	4175.700195	9080.179688	7560.214844
eco:b1737	chbC	5213.330078	4175.270020	5337.000000
eco:b1530	marR	706.919983	4732.529785	5815.649902
eco:b3620	waaF	0.000000	0.000000	0.000000
eco:b1135	rluE	2999.310059	6014.709961	4494.850098
eco:b2428	murQ	2886.939941	3847.120117	4658.794922
eco:b1837	yebW	5523.299805	8028.020020	14083.040039
eco:b2631	rnlB	0.000000	0.000000	0.000000
eco:b1003	yccJ	3486.334961	5393.584961	4765.669922
eco:b1657	ydhP	6845.390137	5127.359863	5329.759766
eco:b2290	alaA	6342.740234	4445.450195	4467.569824
eco:b1275	cysB	5404.339844	5151.700195	6178.779785
eco:b0232	yafN	3848.370117	6840.705078	6030.399902
eco:b0097	secM	4204.259766	3791.004883	2050.294922
eco:b4244	pyrI	3273.399902	7591.189941	6844.154785
eco:b3679	yidK	4280.310059	4851.359863	5427.109863
eco:b3685	yidE	5070.709961	8994.620117	9033.950195
eco:b4320	fimH	1362.655029	4986.935059	6734.495117
eco:b1875	yecM	2540.199951	6221.439941	6598.720215
eco:b3773	ilvY	3926.739990	5738.270020	6022.714844
eco:b1913	uvrC	5377.075195	3241.629883	2752.665039
eco:b2239	glpQ	2852.540039	4183.700195	5095.529785
eco:b2634	yfjR	2410.794922	1710.040039	2892.524902
eco:b4395	ytjC	3365.699951	3013.840088	3300.709961
eco:b3512	gadE	3915.159912	4968.470215	1789.199951
eco:b4104	phnE	7377.899902	3890.810059	3837.530029
eco:b0470	dnaX	3241.979980	1626.729980	716.340027
eco:b1561	rem	2025.930054	6918.740234	11265.110352
eco:b1749	xthA	5148.149902	3402.969971	3966.040039
eco:b0222	gmhA	0.000000	0.000000	0.000000
eco:b3714	purP	2887.284912	9477.200195	7214.169922
eco:b1993	cobU	6609.359863	3027.800049	4313.779785
eco:b1282	yciH	4566.984863	3511.294922	3361.699951
eco:b1765	ydjA	4517.334961	2297.270020	2260.245117
eco:b4311	nanC	4337.560059	6749.274902	7144.484863
eco:b0693	speF	2986.665039	4401.810059	4894.095215
eco:b1755	ynjC	3471.320068	3476.989990	2994.919922
eco:b4608	ohsC	4870.095215	2773.544922	2508.290039
eco:b1838	pphA	3817.989990	5282.560059	6770.229980
eco:b3639	dfp	4517.075195	6530.569824	5223.084961
eco:b1111	ycfQ	6115.189941	4465.060059	6225.319824
eco:b0361	insD1	0.000000	0.000000	0.000000
eco:b2243	glpC	3186.995117	2872.530029	4795.774902
eco:b3209	elbB	7568.509766	4252.345215	6255.899902
eco:b0749	lysQ	17.639999	527.169983	434.279999
eco:b4505	insX	5634.555176	4752.125000	3513.794922
eco:b1820	yobD	4605.529785	4841.819824	4761.410156
eco:b3072	aer	4437.700195	3867.840088	4917.720215
eco:b2729	hypD	3895.000000	3535.850098	2165.139893
eco:b1780	yeaD	4746.995117	2759.024902	1635.964966
eco:b3797	hisR	2967.510010	6252.404785	5560.169922
eco:b1781	yeaE	2972.469971	3944.199951	4032.864990
eco:b0683	fur	6076.225098	4981.765137	3745.715088
eco:b1958	yedI	7377.899902	3933.429932	4861.160156
eco:b0521	ybcF	2702.899902	7057.024902	6194.584961
eco:b1785	yeaI	4653.600098	3796.675049	3909.455078
eco:b4397	creA	8384.000000	6943.140137	5454.649902
eco:b0877	ybjX	5211.020020	4836.080078	4191.100098
eco:b4172	hfq	1760.180054	2603.600098	1559.469971
eco:b0177	bamA	2995.570068	6758.819824	3347.649902
eco:b2904	gcvH	1050.114990	3475.304932	1726.609985
eco:b0517	allD	4650.790039	2838.179932	4668.189941
eco:b4029	yjbH	2615.125000	3458.540039	3671.070068
eco:b3033	yqiB	3945.850098	4719.149902	3598.459961
eco:b1281	pyrF	1104.564941	6474.075195	4241.694824
eco:b1160	iraM	4636.669922	2811.219971	2402.659912
eco:b1867	yecD	701.919983	8247.139648	7385.535156
eco:b1936	intG	3405.510010	11697.080078	8499.429688
eco:b1526	yneJ	6340.810059	3608.639893	3860.389893
eco:b4324	uxuR	2443.159912	1916.020020	2297.364990
eco:b2833	ygdR	3481.879883	5581.754883	6195.725098
eco:b1334	fnr	6237.600098	5717.134766	3631.814941
eco:b2564	pdxJ	4981.185059	5162.004883	4572.754883
eco:b2672	ygaM	4215.029785	2908.770020	3260.070068
eco:b0289	ecpE	0.000000	0.000000	0.000000
eco:b0871	poxB	2986.840088	5326.390137	4574.470215
eco:b3363	ppiA	3967.070068	5852.629883	5767.350098
eco:b1847	yebF	2705.074951	4500.404785	5011.915039
eco:b2845	yqeG	3128.675049	4870.645020	5999.390137
eco:b4501	torI	6252.950195	8564.759766	10239.889648
eco:b2643	yfjX	3673.620117	5774.250000	7432.979980
eco:b3180	yhbY	1729.930054	3205.409912	2264.979980
eco:b0985	gfcC	3878.020020	5875.750000	8084.680176
eco:b4354	yjiY	2835.024902	3066.360107	3526.050049
eco:b1740	nadE	823.119995	5735.000000	4582.500000
eco:b0185	accA	3757.350098	3897.610107	3506.629883
eco:b1043	csgC	4430.064941	2222.594971	2721.495117
eco:b4257	yjgN	3834.205078	4786.524902	5270.799805
eco:b0777	bioC	6840.040039	1804.079956	1358.680054
eco:b1420	mokB	3310.169922	945.900024	1404.630005
eco:b0817	mntR	5401.810059	4465.439941	3967.459961
eco:b3168	infB	2506.399902	3677.885010	2138.290039
eco:b3910	yiiM	4311.859863	6015.299805	8622.889648
eco:b0324	yahJ	2653.149902	3457.989990	3677.040039
eco:b4239	treC	5483.694824	5715.089844	3538.270020
eco:b1079	flgH	7055.129883	4615.580078	5246.939941
eco:b4536	yobH	7332.100098	2326.760010	3087.909912
eco:b1873	torY	5549.455078	4530.955078	5689.959961
eco:b3443	yrhA	5748.490234	2990.245117	3320.149902
eco:b3160	yhbW	3051.520020	4407.915039	6120.354980
eco:b1932	yedL	2848.239990	4673.950195	5328.600098
eco:b4010	rrfE	0.000000	0.000000	0.000000
eco:b0145	dksA	4614.265137	4836.345215	3737.445068
eco:b3390	aroK	4058.850098	6676.990234	4591.379883
eco:b3518	yhjA	4052.929932	4938.879883	6154.740234
eco:b2693	argY	882.174988	192.914993	38.529999
eco:b3143	yraI	2769.260010	7204.854980	9837.830078
eco:b3158	yhbU	2699.469971	3201.560059	2437.639893
eco:b2745	truD	4393.899902	1498.464966	1726.699951
eco:b3463	ftsE	3045.860107	5325.209961	4210.500000
eco:b3409	feoB	3218.219971	3573.929932	3333.320068
eco:b0346	mhpR	7091.339844	3723.090088	5368.879883
eco:b1152	jayE	4520.245117	6130.410156	8897.674805
eco:b3242	aaeX	2501.060059	5165.089844	2914.719971
eco:b2284	nuoF	2710.959961	3978.959961	3482.524902
eco:b3391	hofQ	4587.455078	3802.284912	5200.205078
eco:b3996	nudC	2760.689941	6532.660156	8111.745117
eco:b4126	yjdI	3452.709961	5360.729980	5463.750000
eco:b3219	yhcF	5552.060059	5269.540039	6108.299805
eco:b2698	recX	4347.620117	2687.479980	2586.189941
eco:b2443	yffL	2410.540039	2356.399902	2126.959961
eco:b1360	ydaV	3370.590088	3802.540039	4452.160156
eco:b0141	yadN	3335.205078	2216.514893	3462.500000
eco:b1983	yeeN	2170.969971	4342.029785	3059.709961
eco:b4352	yjiA	3364.449951	2563.639893	2782.419922
eco:b3884	yihW	3943.750000	4635.459961	5961.109863
eco:b2421	cysM	4711.459961	6375.595215	6138.384766
eco:b1901	araF	4076.024902	3500.020020	4912.395020
eco:b3736	atpF	4419.189941	7312.060059	2879.574951
eco:b1283	osmB	6428.939941	4435.950195	7004.080078
eco:b3136	agaS	4420.209961	3888.979980	4704.149902
eco:b0006	yaaA	4126.120117	3152.399902	3130.209961
eco:b2611	ypjD	1966.819946	2902.689941	3590.879883
